obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
3375;31;Fofana et al ;;Togo;0,95;6,43;;;50;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;20;;NUEagr;%;57,5;;;;68,8;;;;4;40;;;;4;50;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3376;31;Fofana et al ;;Togo;0,95;6,43;;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;40;;NUEagr;%;33,8;;;;73,8;;;;4;40;;;;4;100;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3377;31;Fofana et al ;;Togo;0,95;6,43;;;50;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;;;NUEagr;%;12,5;;;;33,8;;;;4;27,5;;;;4;50;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3378;31;Fofana et al ;;Togo;0,95;6,43;;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;;;NUEagr;%;10;;;;37,5;;;;4;27,5;;;;4;100;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3379;31;Fofana et al ;;Togo;0,95;6,43;;;20;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;;;NUEagr;%;18,8;;;;31,3;;;;4;27,5;;;;4;20;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3380;31;Fofana et al ;;Togo;0,95;6,43;;;40;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;;;NUEagr;%;59,4;;;;51,3;;;;4;27,5;;;;4;40;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3381;31;Fofana et al ;;Togo;0,95;6,43;;;50;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;20;;NUEagr;%;32,5;;;;43,8;;;;4;27,5;;;;4;50;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3382;31;Fofana et al ;;Togo;0,95;6,43;;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;20;;NUEagr;%;13,8;;;;41,3;;;;4;27,5;;;;4;100;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3383;31;Fofana et al ;;Togo;0,95;6,43;;;50;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;20;;NUEagr;%;50;;;;52,5;;;;4;27,5;;;;4;50;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3384;31;Fofana et al ;;Togo;0,95;6,43;;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,7;40;;NUEagr;%;27,5;;;;55;;;;4;27,5;;;;4;100;;207;1,9;6,1;26,8;54,27;20,27;25,52;;;1265,23;27,25;1104,19;53,6
3385;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,2;;;;1,1;;;NUEagr;%;-11;;;;33,4;;;;3;44,3;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3386;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,2;;;;1,1;;;NUEagr;%;-8,7;;;;35,7;;;;3;44,3;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3387;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,2;;;;1,1;100;;NUEagr;%;6,9;;;;51,3;;;;3;44,3;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3388;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,2;;;;1,1;100;100;NUEagr;%;1,6;;;;45,9;;;;3;44,3;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3389;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,2;;;;1,1;;;NUEagr;%;-13,5;;;;57,2;;;;3;70,7;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3390;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,2;;;;1,1;;;NUEagr;%;-5,1;;;;65,6;;;;3;70,7;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3391;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,2;;;;1,1;100;;NUEagr;%;0;;;;70,8;;;;3;70,7;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3392;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,2;;;;1,1;100;100;NUEagr;%;5,2;;;;75,9;;;;3;70,7;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3393;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5;;;;0,8;;;NUEagr;%;-4,7;;;;34,9;;;;3;39,6;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3394;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5;;;;0,8;;;NUEagr;%;4,5;;;;44,1;;;;3;39,6;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3395;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5;;;;0,8;100;;NUEagr;%;8,7;;;;48,4;;;;3;39,6;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3396;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5;;;;0,8;100;100;NUEagr;%;7,2;;;;46,9;;;;3;39,6;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3397;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5;;;;0,8;;;NUEagr;%;5,1;;;;55;;;;3;49,9;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3398;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5;;;;0,8;;;NUEagr;%;9,2;;;;59,2;;;;3;49,9;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3399;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5;;;;0,8;100;;NUEagr;%;15,1;;;;65;;;;3;49,9;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3400;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5;;;;0,8;100;100;NUEagr;%;24,2;;;;74,1;;;;3;49,9;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3401;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,5;;;;0,9;;;NUEagr;%;3;;;;46,9;;;;3;43,9;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3402;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,5;;;;0,9;;;NUEagr;%;-9,9;;;;34,1;;;;3;43,9;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3403;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,5;;;;0,9;100;;NUEagr;%;1,9;;;;45,8;;;;3;43,9;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3404;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,5;;;;0,9;100;100;NUEagr;%;3,1;;;;47,1;;;;3;43,9;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3405;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,5;;;;0,9;;;NUEagr;%;-8,2;;;;34;;;;3;42,3;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3406;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,5;;;;0,9;;;NUEagr;%;-8,1;;;;34,2;;;;3;42,3;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3407;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,5;;;;0,9;100;;NUEagr;%;0,2;;;;42,5;;;;3;42,3;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3408;31;Esilaba et al;;Uganda;32,48;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy loamy;;5,5;;;;0,9;100;100;NUEagr;%;2,3;;;;44,6;;;;3;42,3;;;;3;100;;183;1,96;5,75;27,67;45,83;27,32;26,85;;;1367,39;22,83;1276,86;55,33
3409;31;Kihara et al ;;Kenya;37,75;-0,75;2005;;60;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,5;;;;0,7;;;NUEagr;%;10;;;;20,3;;;;3;14,3;;;;3;60;;150,83;1,36;6,4;11,18;31;23,88;45,12;;;1626,98;23,56;887,69;22,37
3410;31;Kihara et al ;;Kenya;37,75;-0,75;2006;;60;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,5;;;;0,7;;;NUEagr;%;10,2;;;;19;;;;3;12,9;;;;3;60;;150,83;1,36;6,4;11,18;31;23,88;45,12;;;1626,98;23,56;887,69;22,37
3411;31;Kihara et al ;;Kenya;37,75;-0,75;2006;;60;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,5;;;;0,7;;;NUEagr;%;39,2;;;;38,8;;;;3;15,3;;;;3;60;;150,83;1,36;6,4;11,18;31;23,88;45,12;;;1626,98;23,56;887,69;22,37
3412;31;Kihara et al ;;Kenya;37,75;-0,75;2007;;60;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,5;;;;0,7;;;NUEagr;%;26,9;;;;28,6;;;;3;12,5;;;;3;60;;150,83;1,36;6,4;11,18;31;23,88;45,12;;;1626,98;23,56;887,69;22,37
3413;31;Mtambanengwe and Mapfumo;;Zimbabwe;31,48;-17,73;2002-2004;;120;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;loamy sand;;4,7;;;;0,3;16;15;NUEagr;%;13,5;;;;19,3;;;;;3,1;;;;;120;;54,5;0,72;5,8;10,77;63,15;15,93;20,92;;;1276,98;19,56;824,57;21,53
3414;31;Mtambanengwe and Mapfumo;;Zimbabwe;31,48;-17,73;2002-2004;;120;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;loamy sand;;4,7;;;;0,3;16;15;NUEagr;%;13,1;;;;19,3;;;;;3,6;;;;;120;;54,5;0,72;5,8;10,77;63,15;15,93;20,92;;;1276,98;19,56;824,57;21,53
3415;31;Sigunga et al;;Kenya;35,23;0,33;2005;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;;6;;;;1,7;;;NUEagr;%;27,5;;;;72,5;;;;;45;;;;4;100;;239,83;3,01;5,7;29,6;30,9;27,25;41,83;;;1426,02;18,15;1552,05;59,2
3416;31;Sigunga et al;;Kenya;35,23;0,33;2005;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;;6;;;;1,7;;;NUEagr;%;38,8;;;;83,8;;;;;45;;;;4;100;;239,83;3,01;5,7;29,6;30,9;27,25;41,83;;;1426,02;18,15;1552,05;59,2
3417;31;Sigunga et al;;Kenya;34,33;0,77;2005;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;;6,1;;;;2,4;;;NUEagr;%;20;;;;61,3;;;;;41,3;;;;4;100;;205,67;1,52;5,85;23,05;34,12;19,6;46,28;;;1496,81;22,33;1616,2;46,1
3418;31;Sigunga et al;;Kenya;34,33;0,77;2005;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;;6,1;;;;2,4;;;NUEagr;%;31,3;;;;72,5;;;;;41,3;;;;4;100;;205,67;1,52;5,85;23,05;34,12;19,6;46,28;;;1496,81;22,33;1616,2;46,1
3419;31;Mureithi et al;;Kenya;39,73;-3,93;1990;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay;;6,9;;;;0,6;;;NUEagr;%;33,8;;;;67,5;;;;3;33,8;;;;3;100;;146,17;1,67;5,4;45,65;49,68;19,77;30,53;;;1535,31;26,54;975,46;91,3
3420;31;Mureithi et al;;Kenya;39,73;-3,93;1990;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay;;6,9;;;;0,6;20;;NUEagr;%;15;;;;23,8;;;;3;12,5;;;;3;75;;146,17;1,67;5,4;45,65;49,68;19,77;30,53;;;1535,31;26,54;975,46;91,3
3421;31;Mureithi et al;;Kenya;39,73;-3,93;1991;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay;;6,9;;;;0,6;20;;NUEagr;%;21,7;;;;33,8;;;;3;17,5;;;;3;75;;146,17;1,67;5,4;45,65;49,68;19,77;30,53;;;1535,31;26,54;975,46;91,3
3422;31;Mureithi et al;;Kenya;39,73;-3,93;1992;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay;;6,9;;;;0,6;20;;NUEagr;%;31,7;;;;36,3;;;;3;12,5;;;;3;75;;146,17;1,67;5,4;45,65;49,68;19,77;30,53;;;1535,31;26,54;975,46;91,3
3423;31;Titonell et al ;;Kenya;34,32;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;0,9;100;100;NUEagr;%;11,3;;;;56,3;;;;1;45;;;;1;100;;162,17;1,45;5,5;20,97;33,63;25,27;41,1;;;1496,81;22,33;1616,2;41,93
3424;31;Titonell et al ;;Kenya;34,32;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;0,6;100;100;NUEagr;%;26,3;;;;51,3;;;;1;25;;;;1;100;;162,17;1,45;5,5;20,97;33,63;25,27;41,1;;;1496,81;22,33;1616,2;41,93
3425;31;Titonell et al ;;Kenya;34,32;0,58;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;0,6;100;100;NUEagr;%;26,3;;;;48,8;;;;1;22,5;;;;1;100;;162,17;1,45;5,5;20,97;33,63;25,27;41,1;;;1496,81;22,33;1616,2;41,93
3426;31;Titonell et al ;;Kenya;34,63;0,07;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;1,3;100;100;NUEagr;%;16,3;;;;52,5;;;;1;36,3;;;;1;100;;148,17;2,01;5,42;28,58;25,82;25,52;48,67;;;1561,21;21,75;1906,07;57,17
3427;31;Titonell et al ;;Kenya;34,63;0,07;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;1,2;100;100;NUEagr;%;17,5;;;;50;;;;1;32,5;;;;1;100;;148,17;2,01;5,42;28,58;25,82;25,52;48,67;;;1561,21;21,75;1906,07;57,17
3428;31;Titonell et al ;;Kenya;34,63;0,07;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;1,1;100;100;NUEagr;%;25;;;;47,5;;;;1;22,5;;;;1;100;;148,17;2,01;5,42;28,58;25,82;25,52;48,67;;;1561,21;21,75;1906,07;57,17
3429;31;Titonell et al ;;Kenya;34,8;0,2;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;1,7;100;100;NUEagr;%;7,5;;;;36,3;;;;1;28,8;;;;1;100;;169,33;2,36;5,52;29,23;21,4;25,3;53,3;;;1561,21;21,75;1906,07;58,47
3430;31;Titonell et al ;;Kenya;34,8;0,2;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;1,6;100;100;NUEagr;%;15;;;;35;;;;1;20;;;;1;100;;169,33;2,36;5,52;29,23;21,4;25,3;53,3;;;1561,21;21,75;1906,07;58,47
3431;31;Titonell et al ;;Kenya;34,8;0,2;2000;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;1,5;100;100;NUEagr;%;13,8;;;;31,3;;;;1;17,5;;;;1;100;;169,33;2,36;5,52;29,23;21,4;25,3;53,3;;;1561,21;21,75;1906,07;58,47
3432;31;Ayuke et al;;Kenya;34,58;0,1;1995;;120;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;5,5;;;;;150;100;NUEagr;%;6,8;;;;17,5;;;;4;9,4;;;;4;120;;160;1,77;5,5;27,22;24,75;26,25;48,97;;;1561,21;21,75;1906,07;54,43
3433;31;Nabuhungu et al;;Rwanda;29,72;-2,58;2005;;175;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,7;;;;;100;;NUEagr;%;9,4;;;;18,4;;;;3;1,9;;;;3;175;;166,33;2,52;5,3;34,07;43,65;17,58;38,72;;;1113,98;19,9;1234,19;68,13
3434;31;Nabuhungu et al;;Rwanda;29,72;-2,58;2005;;50;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,7;;;;;22,5;42,5;NUEagr;%;102,3;;;;53;;;;3;1,9;;;;3;50;;166,33;2,52;5,3;34,07;43,65;17,58;38,72;;;1113,98;19,9;1234,19;68,13
3435;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;30;;NUEagr;%;70,7;;;;70;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3436;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;60;;NUEagr;%;63;;;;64,3;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3437;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;90;;NUEagr;%;67,7;;;;67,8;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3438;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;30;;NUEagr;%;73;;;;71,8;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3439;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;60;;NUEagr;%;74,5;;;;72,9;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3440;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;90;;NUEagr;%;93,8;;;;87,4;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3441;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;30;;NUEagr;%;74;;;;72,5;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3442;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;60;;NUEagr;%;69,7;;;;69,3;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3443;31;Nekesa et al ;;Kenya;35,62;0,83;2005;;75;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy clay loam;;4,97;;;;2,1;90;;NUEagr;%;60,8;;;;62,6;;;;3;17;;;;3;75;;200,67;4,9;5,5;49,12;29,6;23,07;47,38;;;1654,77;22,81;987,37;98,23
3444;31;Vanlauwe et al;;Coˆ te d’Ivoire;-5,83;7,67;;;90;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,1;;;;0,96;;;NUEagr;%;6,9;;;;27,5;;;;3;21,3;;;;;90;;144,5;1,41;6,15;22,03;57,15;21,52;21,33;;;1132,34;26,84;1205,85;44,07
3445;31;Vanlauwe et al;;Togo;-2,23;6,62;;;90;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;7,3;;;;0,54;;;NUEagr;%;15,3;;;;18,8;;;;3;5;;;;;90;;318,17;5,79;5,22;41,7;40,95;27,88;31,18;;;1122,48;27,01;1255,82;83,4
3446;31;Vanlauwe et al;;Benin Republic;2,23;6,25;;;90;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;7,3;;;;0,43;;;NUEagr;%;35,1;;;;50,6;;;;4;19;;;;;90;;46,95;0,49;1,96;7,06;20;5,17;9,09;;;1292,39;27,6;1389,64;14,11
3447;31;Vanlauwe et al;;Nigeria;7,63;11,18;;;90;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;6,2;;;;0,36;;;NUEagr;%;43,5;;;;43,5;;;;4;4,4;;;;;90;;71,83;0,58;6;7,07;46,98;35,85;17,13;;;1904,5;25,86;995,99;14,13
3448;31;Saidou;;Benin Republic;2,15;6,65;1999;;60;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;sandy;;6,6;;;;0,5;43;50;NUEagr;%;9,3;;;;18,2;;;;4;12,6;;;;4;60;;187,5;1,21;5,9;20,92;64,43;14,53;21,07;;;1242,99;27,73;1080,23;41,83
3449;31;Githinji et al ;;Kenya;33,9;0,42;2005;;60;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;;60;;NUEagr;%;25,8;;;;28;;;;3;12,5;;;;3;60;;174,5;1,76;5,6;28,37;34,18;25,55;40,3;;;1480,24;23,18;1380,97;56,73
3450;31;Githinji et al ;;Kenya;33,9;0,42;2005;;60;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;;60;;NUEagr;%;23,1;;;;29;;;;3;15,1;;;;3;60;;174,5;1,76;5,6;28,37;34,18;25,55;40,3;;;1480,24;23,18;1380,97;56,73
3451;31;Githinji et al ;;Kenya;33,9;0,42;2005;;60;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;;60;;NUEagr;%;13,3;;;;20,3;;;;3;12,3;;;;3;60;;174,5;1,76;5,6;28,37;34,18;25,55;40,3;;;1480,24;23,18;1380,97;56,73
3452;31;Kaizzi et al;;Uganda;33,33;0,68;;;50;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;;;;NUEagr;%;59,5;;;;57,1;;;;6;27,4;;;;6;50;;187;1,66;5,7;21,57;40,62;20,38;39,03;;;1483,91;23,69;1502,38;43,13
3453;31;Kaizzi et al;;Uganda;33,33;0,68;;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;;;;NUEagr;%;30,4;;;;57,8;;;;6;27,4;;;;6;100;;187;1,66;5,7;21,57;40,62;20,38;39,03;;;1483,91;23,69;1502,38;43,13
3454;31;Kaizzi et al;;Uganda;33,33;0,68;;;150;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;;;;NUEagr;%;17,1;;;;53;;;;6;27,4;;;;6;150;;187;1,66;5,7;21,57;40,62;20,38;39,03;;;1483,91;23,69;1502,38;43,13
3455;31;Kaizzi et al;;Uganda;32,83;2,07;;;50;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;;;;NUEagr;%;71,8;;;;64,9;;;;6;29;;;;6;50;;192,83;2,03;6,05;21,28;35,6;21,72;42,72;;;1568,77;24,02;1427,94;42,57
3456;31;Kaizzi et al;;Uganda;32,83;2,07;;;100;;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;;;;;;;;;;NUEagr;%;42,3;;;;71,3;;;;6;29;;;;6;100;;192,83;2,03;6,05;21,28;35,6;21,72;42,72;;;1568,77;24,02;1427,94;42,57
