obs_no;no,;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
5618;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;116,00;35,53;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;14,2;;;;;;;;3,0;;;;;;225,0;;116,00;35,53;228,67;0,64;8,00;5,58;18,25;58,63;23,07;3061,21;14,71;55,71;11,17
5619;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;116,00;35,53;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;14,2;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5620;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;116,00;35,53;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;21,5;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5621;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;116,00;35,53;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;21,5;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5622;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;21,5;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5623;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;10,1;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5624;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;10,1;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5625;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;10,1;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5626;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;25,1;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5627;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;21,5;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5628;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;21,5;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5629;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;21,5;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5630;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;10,1;;;;;;;;3,0;;;;;;225,0;;102,99;29,98;240,17;2,43;5,98;24,90;23,08;49,33;27,58;2185,06;12,45;84,62;49,80
5631;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;10,1;;;;;;;;3,0;;;;;;225,0;;126,59;45,80;229,05;2,10;5,93;23,13;20,52;37,03;27,97;2326,44;4,44;43,84;46,27
5632;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;10,1;;;;;;;;3,0;;;;;;225,0;;126,59;45,80;229,05;2,10;5,93;23,13;20,52;37,03;27,97;2326,44;4,44;43,84;46,27
5633;34;Zhang Zong-zheng_2013_Effects_Chinese;Database of Luncheng;;102,99;29,98;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;1,1;8,0;20,2;;;6,3;150,0;150,0;NUEagr;%;10,1;;;;;;;;3,0;;;;;;225,0;;126,59;45,80;229,05;2,10;5,93;23,13;20,52;37,03;27,97;2326,44;4,44;43,84;46,27
5634;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;126,59;45,80;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;22,2;;;;;;;;3,0;;;;;;120,0;;126,59;45,80;229,05;2,10;5,93;23,13;20,52;37,03;27,97;2326,44;4,44;43,84;46,27
5635;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;126,59;45,80;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;22,2;;;;;;;;3,0;;;;;;150,0;;112,65;28,51;195,50;1,56;6,05;20,60;22,85;44,65;32,48;2627,01;18,16;116,42;41,20
5636;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;126,59;45,80;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;30,3;;;;;;;;3,0;;;;;;180,0;;112,65;28,51;195,50;1,56;6,05;20,60;22,85;44,65;32,48;2627,01;18,16;116,42;41,20
5637;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;126,59;45,80;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;22,2;;;;;;;;3,0;;;;;;120,0;;112,65;28,51;195,50;1,56;6,05;20,60;22,85;44,65;32,48;2627,01;18,16;116,42;41,20
5638;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;112,65;28,51;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;22,2;;;;;;;;3,0;;;;;;150,0;;112,65;28,51;195,50;1,56;6,05;20,60;22,85;44,65;32,48;2627,01;18,16;116,42;41,20
5639;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;112,65;28,51;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;30,3;;;;;;;;3,0;;;;;;180,0;;120,47;30,20;162,83;1,73;6,53;16,17;24,55;50,52;24,93;2598,56;17,09;117,07;32,33
5640;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;112,65;28,51;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;22,2;;;;;;;;3,0;;;;;;120,0;;120,47;30,20;162,83;1,73;6,53;16,17;24,55;50,52;24,93;2598,56;17,09;117,07;32,33
5641;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;112,65;28,51;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;22,2;;;;;;;;3,0;;;;;;150,0;;120,47;30,20;162,83;1,73;6,53;16,17;24,55;50,52;24,93;2598,56;17,09;117,07;32,33
5642;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;120,47;30,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;26,4;;;;;;;;3,0;;;;;;120,0;;120,47;30,20;162,83;1,73;6,53;16,17;24,55;50,52;24,93;2598,56;17,09;117,07;32,33
5643;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;120,47;30,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;26,4;;;;;;;;3,0;;;;;;150,0;;120,55;30,28;164,50;1,78;6,80;14,90;19,87;49,38;30,72;2635,63;17,36;114,32;29,80
5644;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;120,47;30,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;28,3;;;;;;;;3,0;;;;;;120,0;;120,55;30,28;164,50;1,78;6,80;14,90;19,87;49,38;30,72;2635,63;17,36;114,32;29,80
5645;34;Zhao Jianhong_2016_Effects_Chinese;Database of Luncheng;;120,47;30,20;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;4,1;6,0;31,7;;;22,1;90,0;150,0;NUEagr;%;28,3;;;;;;;;3,0;;;;;;150,0;;120,55;30,28;164,50;1,78;6,80;14,90;19,87;49,38;30,72;2635,63;17,36;114,32;29,80
5646;34;Zheng Yu_2014_Effect_Chinese;Database of Luncheng;;120,55;30,28;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;60,0;75,0;NUEagr;%;33,4;;;;;;;;3,0;;;;;;180,0;;120,55;30,28;164,50;1,78;6,80;14,90;19,87;49,38;30,72;2635,63;17,36;114,32;29,80
5647;34;Zheng Yu_2014_Effect_Chinese;Database of Luncheng;;120,55;30,28;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;60,0;75,0;NUEagr;%;33,4;;;;;;;;3,0;;;;;;180,0;;110,38;20,01;75,46;0,71;3,12;13,70;21,84;17,55;17,29;3170,11;24,64;145,21;27,41
5648;34;Zheng Yu_2014_Effect_Chinese;Database of Luncheng;;120,55;30,28;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;60,0;75,0;NUEagr;%;33,4;;;;;;;;3,0;;;;;;180,0;;110,38;20,01;75,46;0,71;3,12;13,70;21,84;17,55;17,29;3170,11;24,64;145,21;27,41
5649;34;Zheng Yu_2014_Effect_Chinese;Database of Luncheng;;120,55;30,28;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;7,9;6,6;33,6;;;24,8;60,0;75,0;NUEagr;%;33,4;;;;;;;;3,0;;;;;;180,0;;110,38;20,01;75,46;0,71;3,12;13,70;21,84;17,55;17,29;3170,11;24,64;145,21;27,41
5650;34;Chen Kai-lin_2014_Effect_Chinese;Database of Luncheng;;110,38;20,01;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,1;6,0;30,5;;;13,6;126,0;72,0;NUEagr;%;59,6;;;;;;;;3,0;;;;;;135,0;;110,38;20,01;75,46;0,71;3,12;13,70;21,84;17,55;17,29;3170,11;24,64;145,21;27,41
5651;34;Chen Kai-lin_2014_Effect_Chinese;Database of Luncheng;;110,38;20,01;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,1;6,0;30,5;;;13,6;90,0;135,0;NUEagr;%;59,6;;;;;;;;3,0;;;;;;135,0;;110,38;20,01;75,46;0,71;3,12;13,70;21,84;17,55;17,29;3170,11;24,64;145,21;27,41
5652;34;Chen Kai-lin_2014_Effect_Chinese;Database of Luncheng;;110,38;20,01;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,1;6,0;30,5;;;13,6;126,0;72,0;NUEagr;%;75,3;;;;;;;;3,0;;;;;;135,0;;110,38;20,01;75,46;0,71;3,12;13,70;21,84;17,55;17,29;3170,11;24,64;145,21;27,41
5653;34;Chen Kai-lin_2014_Effect_Chinese;Database of Luncheng;;110,38;20,01;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,1;6,0;30,5;;;13,6;90,0;135,0;NUEagr;%;75,3;;;;;;;;3,0;;;;;;135,0;;115,23;33,08;182,00;1,01;7,72;8,83;16,13;48,48;35,38;2885,63;15,97;72,61;17,67
5654;34;Chen Xian-you_2010_Chinese;Database of Luncheng;;110,38;20,01;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,7;6,6;25,1;;;15,4;90,0;90,0;NUEagr;%;26,8;;;;;;;;3,0;;;;;;240,0;;115,23;33,08;182,00;1,01;7,72;8,83;16,13;48,48;35,38;2885,63;15,97;72,61;17,67
5655;34;Chen Xian-you_2010_Chinese;Database of Luncheng;;110,38;20,01;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,7;6,6;25,1;;;15,4;90,0;90,0;NUEagr;%;26,8;;;;;;;;3,0;;;;;;168,0;;115,23;33,08;182,00;1,01;7,72;8,83;16,13;48,48;35,38;2885,63;15,97;72,61;17,67
5656;34;Chen Xian-you_2010_Chinese;Database of Luncheng;;115,23;33,08;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,7;6,6;25,1;;;15,4;90,0;90,0;NUEagr;%;26,8;;;;;;;;3,0;;;;;;168,0;;115,23;33,08;182,00;1,01;7,72;8,83;16,13;48,48;35,38;2885,63;15,97;72,61;17,67
5657;34;Chen Xian-you_2010_Chinese;Database of Luncheng;;115,23;33,08;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,7;6,6;25,1;;;15,4;90,0;90,0;NUEagr;%;36,8;;;;;;;;3,0;;;;;;168,0;;115,23;33,08;182,00;1,01;7,72;8,83;16,13;48,48;35,38;2885,63;15,97;72,61;17,67
5658;34;Chen Xian-you_2010_Chinese;Database of Luncheng;;115,23;33,08;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,0;6,7;28,3;;;16,0;90,0;90,0;NUEagr;%;11,2;;;;;;;;3,0;;;;;;210,0;;115,23;33,08;182,00;1,01;7,72;8,83;16,13;48,48;35,38;2885,63;15,97;72,61;17,67
5659;34;Chen Xian-you_2010_Chinese;Database of Luncheng;;115,23;33,08;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,0;6,7;28,3;;;16,0;90,0;90,0;NUEagr;%;11,2;;;;;;;;3,0;;;;;;210,0;;115,23;33,08;182,00;1,01;7,72;8,83;16,13;48,48;35,38;2885,63;15,97;72,61;17,67
5660;34;Chen Xian-you_2010_Chinese;Database of Luncheng;;115,23;33,08;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,0;6,7;28,3;;;16,0;90,0;90,0;NUEagr;%;11,2;;;;;;;;3,0;;;;;;210,0;;115,29;26,43;157,67;1,28;5,55;13,88;37,00;36,97;26,07;2793,10;19,32;129,92;27,77
5661;34;Chen Xian-you_2010_Chinese;Database of Luncheng;;115,23;33,08;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,0;6,7;28,3;;;16,0;90,0;90,0;NUEagr;%;11,2;;;;;;;;3,0;;;;;;210,0;;115,29;26,43;157,67;1,28;5,55;13,88;37,00;36,97;26,07;2793,10;19,32;129,92;27,77
5662;34;Du An-gang_2003_Transformation_Chinese;Database of Luncheng;;115,23;33,08;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3,6;5,9;35,9;;;14,3;130,0;240,0;NUEagr;%;26,1;;;;;;;;3,0;;;;;;150,0;;115,29;26,43;157,67;1,28;5,55;13,88;37,00;36,97;26,07;2793,10;19,32;129,92;27,77
5663;34;Du An-gang_2003_Transformation_Chinese;Database of Luncheng;;115,29;26,43;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3,6;5,9;35,9;;;14,3;130,0;240,0;NUEagr;%;26,1;;;;;;;;3,0;;;;;;225,0;;115,29;26,43;157,67;1,28;5,55;13,88;37,00;36,97;26,07;2793,10;19,32;129,92;27,77
5664;34;Du An-gang_2003_Transformation_Chinese;Database of Luncheng;;115,29;26,43;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3,6;5,9;35,9;;;14,3;130,0;240,0;NUEagr;%;26,1;;;;;;;;3,0;;;;;;150,0;;115,29;26,43;157,67;1,28;5,55;13,88;37,00;36,97;26,07;2793,10;19,32;129,92;27,77
5665;34;Du An-gang_2003_Transformation_Chinese;Database of Luncheng;;115,29;26,43;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3,6;5,9;35,9;;;14,3;130,0;240,0;NUEagr;%;26,1;;;;;;;;3,0;;;;;;150,0;;115,29;26,43;157,67;1,28;5,55;13,88;37,00;36,97;26,07;2793,10;19,32;129,92;27,77
5666;34;Du An-gang_2003_Transformation_Chinese;Database of Luncheng;;115,29;26,43;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3,6;5,9;35,9;;;14,3;130,0;240,0;NUEagr;%;26,1;;;;;;;;3,0;;;;;;150,0;;115,87;28,42;158,83;1,05;5,78;10,90;18,48;49,82;31,70;2882,47;18,70;135,49;21,80
5667;34;Du An-gang_2003_Transformation_Chinese;Database of Luncheng;;115,29;26,43;;;;;;;;;;;;;;;;;;;;maize;;;;;;;;;;;3,6;5,9;35,9;;;14,3;130,0;240,0;NUEagr;%;26,1;;;;;;;;3,0;;;;;;225,0;;115,87;28,42;158,83;1,05;5,78;10,90;18,48;49,82;31,70;2882,47;18,70;135,49;21,80
5668;34;Du Jun_2016_Effects_Chinese;Database of Luncheng;;115,29;26,43;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,5;7,6;38,4;;;9,2;75,0;90,0;NUEagr;%;33,8;;;;;;;;3,0;;;;;;180,0;;115,87;28,42;158,83;1,05;5,78;10,90;18,48;49,82;31,70;2882,47;18,70;135,49;21,80
5669;34;Du Jun_2016_Effects_Chinese;Database of Luncheng;;115,87;28,42;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,5;7,6;38,4;;;9,2;75,0;90,0;NUEagr;%;33,8;;;;;;;;3,0;;;;;;135,0;;115,87;28,42;158,83;1,05;5,78;10,90;18,48;49,82;31,70;2882,47;18,70;135,49;21,80
5670;34;Du Jun_2016_Effects_Chinese;Database of Luncheng;;115,87;28,42;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,5;7,6;38,4;;;9,2;75,0;90,0;NUEagr;%;33,8;;;;;;;;3,0;;;;;;90,0;;115,87;28,42;158,83;1,05;5,78;10,90;18,48;49,82;31,70;2882,47;18,70;135,49;21,80
5671;34;Du Jun_2016_Effects_Chinese;Database of Luncheng;;115,87;28,42;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,5;7,6;38,4;;;9,2;75,0;90,0;NUEagr;%;33,8;;;;;;;;3,0;;;;;;135,0;;115,87;28,42;158,83;1,05;5,78;10,90;18,48;49,82;31,70;2882,47;18,70;135,49;21,80
5672;34;Du Jun_2016_Effects_Chinese;Database of Luncheng;;115,87;28,42;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,5;7,6;38,4;;;9,2;75,0;90,0;NUEagr;%;33,8;;;;;;;;3,0;;;;;;90,0;;103,65;30,55;234,00;2,09;6,95;20,93;19,92;53,98;26,07;2158,91;16,90;82,85;41,87
5673;34;Du Jun_2016_Effects_Chinese;Database of Luncheng;;115,87;28,42;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,5;7,6;38,4;;;9,2;75,0;90,0;NUEagr;%;33,8;;;;;;;;3,0;;;;;;135,0;;103,65;30,55;234,00;2,09;6,95;20,93;19,92;53,98;26,07;2158,91;16,90;82,85;41,87
5674;34;Du Jun_2016_Effects_Chinese;Database of Luncheng;;115,87;28,42;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,5;7,6;38,4;;;9,2;75,0;90,0;NUEagr;%;33,8;;;;;;;;3,0;;;;;;90,0;;103,65;30,55;234,00;2,09;6,95;20,93;19,92;53,98;26,07;2158,91;16,90;82,85;41,87
5675;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;103,65;30,55;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,3;5,8;27,0;;;10,5;72,0;135,0;NUEagr;%;48,8;;;;;;;;3,0;;;;;;150,0;;103,65;30,55;234,00;2,09;6,95;20,93;19,92;53,98;26,07;2158,91;16,90;82,85;41,87
5676;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;103,65;30,55;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,3;5,8;27,0;;;10,5;72,0;135,0;NUEagr;%;48,8;;;;;;;;3,0;;;;;;150,0;;103,65;30,55;234,00;2,09;6,95;20,93;19,92;53,98;26,07;2158,91;16,90;82,85;41,87
5677;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;103,65;30,55;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,3;5,8;27,0;;;10,5;72,0;135,0;NUEagr;%;57,9;;;;;;;;3,0;;;;;;150,0;;124,75;43,46;292,33;1,50;7,05;14,68;27,75;45,63;26,62;2565,52;6,85;50,77;29,37
5678;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;103,65;30,55;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,3;5,8;27,0;;;10,5;54,0;165,0;NUEagr;%;45,4;;;;;;;;3,0;;;;;;180,0;;124,75;43,46;292,33;1,50;7,05;14,68;27,75;45,63;26,62;2565,52;6,85;50,77;29,37
5679;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;103,65;30,55;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,3;5,8;27,0;;;10,5;54,0;165,0;NUEagr;%;45,4;;;;;;;;3,0;;;;;;180,0;;124,75;43,46;292,33;1,50;7,05;14,68;27,75;45,63;26,62;2565,52;6,85;50,77;29,37
5680;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;124,75;43,46;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;2,3;5,8;27,0;;;10,5;54,0;165,0;NUEagr;%;47,6;;;;;;;;3,0;;;;;;180,0;;124,75;43,46;292,33;1,50;7,05;14,68;27,75;45,63;26,62;2565,52;6,85;50,77;29,37
5681;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;124,75;43,46;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,9;5,7;33,5;;;9,8;72,0;135,0;NUEagr;%;42,9;;;;;;;;3,0;;;;;;150,0;;113,05;28,25;165,10;1,34;5,30;15,80;21,11;39,98;27,33;2645,98;17,92;122,97;31,59
5682;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;124,75;43,46;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,9;5,7;33,5;;;9,8;72,0;135,0;NUEagr;%;42,9;;;;;;;;3,0;;;;;;150,0;;113,05;28,25;165,10;1,34;5,30;15,80;21,11;39,98;27,33;2645,98;17,92;122,97;31,59
5683;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;124,75;43,46;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,9;5,7;33,5;;;9,8;72,0;135,0;NUEagr;%;37,3;;;;;;;;3,0;;;;;;150,0;;113,05;28,25;165,10;1,34;5,30;15,80;21,11;39,98;27,33;2645,98;17,92;122,97;31,59
5684;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;113,05;28,25;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,9;5,7;33,5;;;9,8;54,0;165,0;NUEagr;%;45,8;;;;;;;;3,0;;;;;;180,0;;113,05;28,25;165,10;1,34;5,30;15,80;21,11;39,98;27,33;2645,98;17,92;122,97;31,59
5685;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;113,05;28,25;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,9;5,7;33,5;;;9,8;54,0;165,0;NUEagr;%;45,8;;;;;;;;3,0;;;;;;180,0;;112,23;30,44;170,83;1,33;6,78;12,65;38,87;38,47;22,67;2526,72;17,40;95,95;25,30
5686;34;Feng Zhao-bin_2016_Effects_Chinese;Database of Luncheng;;113,05;28,25;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;1,9;5,7;33,5;;;9,8;54,0;165,0;NUEagr;%;41,4;;;;;;;;3,0;;;;;;180,0;;112,23;30,44;170,83;1,33;6,78;12,65;38,87;38,47;22,67;2526,72;17,40;95,95;25,30
5687;34;Fu Yue-jun_2016_Effects_Chinese;Database of Luncheng;;113,05;28,25;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,7;7,2;29,1;;;15,7;60,0;75,0;NUEagr;%;44,9;;;;;;;;3,0;;;;;;150,0;;114,49;35,53;222,00;0,74;8,30;7,65;28,78;48,82;22,42;3041,67;14,74;48,81;15,30
5688;34;Fu Yue-jun_2016_Effects_Chinese;Database of Luncheng;;112,23;30,44;;;;;;;;;;;;;;;;;;;;rice;;;;;;;;;;;3,7;7,2;29,1;;;15,7;60,0;75,0;NUEagr;%;44,9;;;;;;;;3,0;;;;;;150,0;;114,49;35,53;222,00;0,74;8,30;7,65;28,78;48,82;22,42;3041,67;14,74;48,81;15,30
