obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl
78;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;0;104;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;26,9;1,6;;;151;;;2;3;123;;;8;3;104
79;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;0;156;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;27,5;2,1;;;166;;;3;3;123;;;8;3;156
80;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;0;209;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;21,9;4,9;;;168;;;10;3;123;;;8;3;209
81;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;0;261;;;;;;;;;;;slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;18;2,8;;;169;;;7;3;123;;;8;3;261
82;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;38;156;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;12,7;2,8;;;147;;;5;3;123;;;8;3;194
83;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;75;104;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;25,4;3,7;;;168;;;7;3;123;;;8;3;179
84;9;Van Groenigen et al. (2004);Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,;Netherlands;6,25;53,3;2001;may  - oct ;113;52;;;;;;;;;;;CAN + slurry;;;;;maize;;;;;;;;;;silty-clay-loam;64;;39;;;;;;NUEagr;%;20,7;2,8;;;157;;;5;3;123;;;8;3;165
85;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;30;;;;52,6;12;;;4;39;;;;4;45
86;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;18,3;;;;44;12;;;4;39;;;;4;27
87;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;29;;;;52,2;12;;;4;39;;;;4;45
88;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;29,3;;;;57,6;12;;;4;39;;;;4;64
89;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;broadcast;;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;25;;;;50,3;12;;;4;39;;;;4;45
90;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;46;;;;59,9;12;;;4;39;;;;4;45
91;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;44;;;;59;12;;;4;39;;;;4;45
92;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;33;;;;54;12;;;4;39;;;;4;45
93;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V7;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;28;;;;51,7;12;;;4;39;;;;4;45
94;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;35;;;;54,9;12;;;4;39;;;;4;45
95;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1986;may-oct;36,3;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;67;18,2;;;;clay-loam;55;6,9;;;;;0;0;NUEagr;%;31,3;;;;50,3;12;;;4;39;;;;4;36
96;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;57;;;;64,9;12;;;5;39;;;;5;45
97;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;71,7;;;;58,5;12;;;5;39;;;;5;27
98;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;47;;;;60,3;12;;;5;39;;;;5;45
99;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;40,7;;;;64,9;12;;;5;39;;;;5;64
100;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;broadcast ;;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;49;;;;61,2;12;;;5;39;;;;5;45
101;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;62;;;;67,1;12;;;5;39;;;;5;45
102;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;52;;;;62,6;12;;;5;39;;;;5;45
103;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed  + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;45;;;;59,4;12;;;5;39;;;;5;45
104;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V7;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;51;;;;62,1;12;;;5;39;;;;5;45
105;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;49;;;;61,2;12;;;5;39;;;;5;45
106;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1987;apr-oct;36,3;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;55,8;19,6;;;;clay-loam;55;6,5;;;;;0;0;NUEagr;%;57,5;;;;59,9;12;;;5;39;;;;5;36
107;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-101,73;45,33;1989;may-oct;45,4;;;;;;;;;;injected;;AA;1;PP;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;62;;;;57,2;17;;;4;29;;;;4;45
108;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;27,2;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;41,7;;;;40,4;17;;;4;29;;;;4;27
109;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;56;;;;54,4;17;;;4;29;;;;4;45
110;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;63,5;;;;;;;;;;bandsprayed ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;57,1;;;;65,3;17;;;4;29;;;;4;64
111;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;broadcast ;;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;43;;;;48,5;17;;;4;29;;;;4;45
112;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;point injected ;17,88;UAN;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;63;;;;57,6;17;;;4;29;;;;4;45
113;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;point injected ;11,43;UAN ;1;PE;;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;49;;;;51,3;17;;;4;29;;;;4;45
114;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed + injected;;UAN + AA;2;PP;V7;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;64;;;;58,1;17;;;4;29;;;;4;45
115;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V7;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;60;;;;56,2;17;;;4;29;;;;4;45
116;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;45,4;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;50;;;;51,7;17;;;4;29;;;;4;45
117;10;Randall et al. (1997);Nitrogen Application Methods and Timing for Corn after Soybean in a Ridge-Tillage System;USA;-93,52;44,08;1989;may-oct;36,3;;;;;;;;;;bandsprayed + point injected ;17,88;UAN;2;PP;V16;;maize;soybean-maize;;;;32,2;19,2;;;;clay-loam;55;7,3;;;;;0;0;NUEagr;%;63,8;;;;52,2;17;;;4;29;;;;4;36
118;11;Wang et al. (2016);Fate of 15N fertilizer under different nitrogen split applications to plastic mulched maize in semiarid farmland;China;107,88;35,28;2013;apr-sept;225;;;;;;;;;;basal;;U;1;PE;;;maize;;579;;;;;;;0-20;silt-loam;16,2;8,3;;;78,67;1;40;80;NUEagr;%;27,1;;;;232,1;;;;3;171,2;;;;3;225
119;11;Wang et al. (2016);Fate of 15N fertilizer under different nitrogen split applications to plastic mulched maize in semiarid farmland;China;107,88;35,28;2013;apr-sept;225;;;;;;;;;;basal + topdressed;;U;2;PE;V8;;maize;;579;;;;;;;0-20;silt-loam;16,2;8,3;;;78,67;1;40;80;NUEagr;%;37,2;;;;255;;;;3;171,2;;;;3;225
120;11;Wang et al. (2016);Fate of 15N fertilizer under different nitrogen split applications to plastic mulched maize in semiarid farmland;China;107,88;35,28;2013;apr-sept;225;;;;;;;;;;basal + topdressed;;U;3;PE;V8;R1;maize;;579;;;;;;;0-20;silt-loam;16,2;8,3;;;78,67;1;40;80;NUEagr;%;46,4;;;;275,5;;;;3;171,2;;;;3;225
121;11;Wang et al. (2016);Fate of 15N fertilizer under different nitrogen split applications to plastic mulched maize in semiarid farmland;China;107,88;35,28;2014;apr-sept;225;;;;;;;;;;basal;;U;1;PE;;;maize;;573;;;;;;;0-20;silt-loam;16,2;8,3;;;78,67;1;40;80;NUEagr;%;44,2;;;;235,7;;;;3;136,3;;;;3;225
122;11;Wang et al. (2016);Fate of 15N fertilizer under different nitrogen split applications to plastic mulched maize in semiarid farmland;China;107,88;35,28;2014;apr-sept;225;;;;;;;;;;basal + topdressed;;U;2;PE;V8;;maize;;573;;;;;;;0-20;silt-loam;16,2;8,3;;;78,67;1;40;80;NUEagr;%;57,3;;;;265,1;;;;3;136,3;;;;3;225
123;11;Wang et al. (2016);Fate of 15N fertilizer under different nitrogen split applications to plastic mulched maize in semiarid farmland;China;107,88;35,28;2014;apr-sept;225;;;;;;;;;;basal + topdressed;;U;3;PE;V8;R1;maize;;573;;;;;;;0-20;silt-loam;16,2;8,3;;;78,67;1;40;80;NUEagr;%;64,9;;;;282,3;;;;3;136,3;;;;3;225
124;12;Zheng et al. (2016b);Combining controlled-release urea and normal urea to improve the nitrogen use efficiency and yield under wheat-maize double cropping system.;China;117,09;36,09;2014;jun - sept;150;;;;;;;;;;;;U;2;PP;V12;;maize;wheat-maize;;;;;;;;0-20;sandy-loam;11,4;7,28;11,98;;;0,78;;;NUEagr;%;34;;;;148,3;;;;3;97,3;;;;3;150
125;12;Zheng et al. (2016b);Combining controlled-release urea and normal urea to improve the nitrogen use efficiency and yield under wheat-maize double cropping system.;China;117,09;36,09;2014;jun - sept;225;;;;;;;;;;;;U;2;PP;V12;;maize;wheat-maize;;;;;;;;0-20;sandy-loam;11,4;7,28;11,98;;;0,78;;;NUEagr;%;33,8;;;;173,4;;;;3;97,3;;;;3;225
126;12;Zheng et al. (2016b);Combining controlled-release urea and normal urea to improve the nitrogen use efficiency and yield under wheat-maize double cropping system.;China;117,09;36,09;2015;jun - sept;150;;;;;;;;;;;;U;2;PP;V12;;maize;wheat-maize;;;;;;;;0-20;sandy-loam;11,4;7,28;11,98;;;0,78;;;NUEagr;%;47,3;;;;168,3;;;;3;97,3;;;;3;150
127;12;Zheng et al. (2016b);Combining controlled-release urea and normal urea to improve the nitrogen use efficiency and yield under wheat-maize double cropping system.;China;117,09;36,09;2015;jun - sept;225;;;;;;;;;;;;U;2;PP;V12;;maize;wheat-maize;;;;;;;;0-20;sandy-loam;11,4;7,28;11,98;;;0,78;;;NUEagr;%;37,2;;;;181;;;;3;97,3;;;;3;225
128;12;Zheng et al. (2016b);Combining controlled-release urea and normal urea to improve the nitrogen use efficiency and yield under wheat-maize double cropping system.;China;117,09;36,09;2014;jun - sept;150;;;;;;;;;;;;PCU;1;PP;;;maize;wheat-maize;;;;;;;;0-20;sandy-loam;11,4;7,28;11,98;;;0,78;;;NUEagr;%;48,2;;;;179,5;;;;3;107,2;;;;3;150
129;12;Zheng et al. (2016b);Combining controlled-release urea and normal urea to improve the nitrogen use efficiency and yield under wheat-maize double cropping system.;China;117,09;36,09;2014;jun - sept;225;;;;;;;;;;;;PCU;1;PP;;;maize;wheat-maize;;;;;;;;0-20;sandy-loam;11,4;7,28;11,98;;;0,78;;;NUEagr;%;50,2;;;;220,2;;;;3;107,2;;;;3;225
130;12;Zheng et al. (2016b);Combining controlled-release urea and normal urea to improve the nitrogen use efficiency and yield under wheat-maize double cropping system.;China;117,09;36,09;2015;jun - sept;150;;;;;;;;;;;;PCU;1;PP;;;maize;wheat-maize;;;;;;;;0-20;sandy-loam;11,4;7,28;11,98;;;0,78;;;NUEagr;%;55,2;;;;190;;;;3;107,2;;;;3;150
131;12;Zheng et al. (2016b);Combining controlled-release urea and normal urea to improve the nitrogen use efficiency and yield under wheat-maize double cropping system.;China;117,09;36,09;2015;jun - sept;225;;;;;;;;;;;;PCU;1;PP;;;maize;wheat-maize;;;;;;;;0-20;sandy-loam;11,4;7,28;11,98;;;0,78;;;NUEagr;%;53,8;;;;228,3;;;;3;107,2;;;;3;225
132;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,3;6,56;;5,91;150,75;;39;93;NUEagr;%;16;;12;;71,9;18;;;4;45;;;;4;168
133;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;18,8;6,23;;5,11;186,83;;39;93;NUEagr;%;6;;12;;55,1;18;;;4;45;;;;4;168
134;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,6;6,67;;6,29;159,6;;39;93;NUEagr;%;41;;12;;111,9;18;;;4;43;;;;4;168
135;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,3;6,56;;5,91;150,75;;29;93;NUEagr;%;52;;;;131,4;37;;;4;44;;;;4;168
136;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;18,8;6,23;;5,11;186,83;;29;93;NUEagr;%;49;;;;137,3;37;;;4;55;;;;4;168
137;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,6;6,67;;6,29;159,6;;29;93;NUEagr;%;48;;;;133,6;37;;;4;53;;;;4;168
138;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;U;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,3;6,56;;5,91;150,75;;39;93;NUEagr;%;17;;12;;73,6;18;;;4;45;;;;4;168
139;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;U;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;18,8;6,23;;5,11;186,83;;39;93;NUEagr;%;10;;12;;61,8;18;;;4;45;;;;4;168
140;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;U;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,6;6,67;;6,29;159,6;;39;93;NUEagr;%;19;;12;;74,9;18;;;4;43;;;;4;168
141;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;U;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,3;6,56;;5,91;150,75;;29;93;NUEagr;%;64;;;;151,5;37;;;4;44;;;;4;168
142;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;U;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;18,8;6,23;;5,11;186,83;;29;93;NUEagr;%;58;;;;152,4;37;;;4;55;;;;4;168
143;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;U;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,6;6,67;;6,29;159,6;;29;93;NUEagr;%;41;;;;121,9;37;;;4;53;;;;4;168
144;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;U + PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,3;6,56;;5,91;150,75;;39;93;NUEagr;%;15;;12;;70,2;18;;;4;45;;;;4;168
145;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;U + PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;18,8;6,23;;5,11;186,83;;39;93;NUEagr;%;11;;12;;63,5;18;;;4;45;;;;4;168
146;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2005;apr-sept ;168;;;;;;;;;;;;U + PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,6;6,67;;6,29;159,6;;39;93;NUEagr;%;32;;12;;96,8;18;;;4;43;;;;4;168
147;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;U + PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,3;6,56;;5,91;150,75;;29;93;NUEagr;%;69;;;;159,9;37;;;4;44;;;;4;168
148;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;U + PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;18,8;6,23;;5,11;186,83;;29;93;NUEagr;%;65;;;;164,2;37;;;4;55;;;;4;168
149;13;Noellsch et al. (2009);Corn response to conventional and slow-release nitrogen fertilizers across a claypan landscape.;USA;-92,11;40,12;2006;apr-sept ;168;;;;;;;;;;;;U + PCU;;;;;maize;soybean-maize;;;;;;;;0-30;silt-loam;22,6;6,67;;6,29;159,6;;29;93;NUEagr;%;45;;;;128,6;37;;;4;53;;;;4;168
